#x		y
0.0		10.740741
1.0169492	29.25926
1.981598	13.703704
2.8532689	21.11111
3.9690073	89.25926
4.829056	41.11111
5.8401937	18.88889
7.118644	21.851852
7.908959	18.88889
9.117676	15.185185
10.000969	30.0
10.919128	21.851852
11.953511	34.444443
13.02276	13.703704
13.98741	36.666668
14.893947	21.851852
16.009686	22.592592
16.962711	36.666668
17.892494	21.851852
19.101212	22.592592
19.972881	7.7777777
22.006779	21.851852
23.02954	18.88889
24.075544	35.925926
25.37724	28.518518
26.888136	11.481482
27.492495	7.7777777
28.000000	11.481482
